anio,semana,country_code,label_group,streams_top200,chart_date
2026,7,CO,Sony,24.6247905,2026-02-12
2026,7,CO,Orchard,18.418024,2026-02-12
2026,7,CO,Warner,30.455953,2026-02-12
2026,7,CO,Indies,23.774356,2026-02-12
2026,8,CO,Universal,11.5038095,2026-02-19
2026,8,CO,INgrooves,3.16819,2026-02-19
2026,8,CO,Virgin,2.845843,2026-02-19
2026,8,CO,Sony,25.1367765,2026-02-19
2026,8,CO,Orchard,15.863931,2026-02-19
2026,8,CO,Warner,30.928021,2026-02-19
2026,8,CO,Indies,24.585623,2026-02-19
2026,9,CO,Universal,13.31222,2026-02-26
2026,9,CO,INgrooves,2.781115,2026-02-26
2026,9,CO,Virgin,2.408388,2026-02-26
2026,9,CO,Sony,23.686367,2026-02-26
2026,9,CO,Orchard,16.546412,2026-02-26
2026,9,CO,Warner,29.965772,2026-02-26
2026,9,CO,Indies,24.64967,2026-02-26
2026,10,CO,Universal,12.830976,2026-03-05
2026,10,CO,INgrooves,3.216262,2026-03-05
2026,10,CO,Virgin,5.471305,2026-03-05
2026,10,CO,Sony,23.827671,2026-03-05
2026,10,CO,Orchard,16.616519,2026-03-05
2026,10,CO,Warner,29.319811,2026-03-05
2026,10,CO,Indies,23.052648,2026-03-05
2026,11,CO,Universal,12.6836075,2026-03-12
2026,11,CO,INgrooves,3.256456,2026-03-12
2026,11,CO,Virgin,5.446912,2026-03-12
2026,11,CO,Sony,23.6616365,2026-03-12
2026,11,CO,Orchard,15.733585,2026-03-12
2026,11,CO,Warner,30.143248,2026-03-12
2026,11,CO,Indies,19.992212,2026-03-12
2026,12,CO,Universal,15.022785,2026-03-19
2026,12,CO,INgrooves,2.695105,2026-03-19
2026,12,CO,Virgin,5.597593,2026-03-19
2026,12,CO,Sony,21.087228,2026-03-19
2026,12,CO,Orchard,14.330898,2026-03-19
2026,12,CO,Warner,32.545805,2026-03-19
2026,12,CO,Indies,19.4402,2026-03-19
2026,13,CO,Universal,16.038538,2026-03-26
2026,13,CO,INgrooves,14.601664,2026-03-26
2026,13,CO,Virgin,4.388097,2026-03-26
2026,13,CO,Sony,20.626273,2026-03-26
2026,13,CO,Orchard,12.060922,2026-03-26
2026,13,CO,Warner,27.674195,2026-03-26
2026,13,CO,Indies,17.98516,2026-03-26
2026,14,CO,Universal,15.269667,2026-04-02
2026,14,CO,INgrooves,12.551779,2026-04-02
2026,14,CO,Virgin,4.802206,2026-04-02
2026,14,CO,Sony,19.520859,2026-04-02
2026,14,CO,Orchard,11.840541,2026-04-02
2026,14,CO,Warner,27.814044,2026-04-02
2026,14,CO,Indies,17.056256,2026-04-02
2026,15,CO,Universal,13.52011,2026-04-09
2026,15,CO,INgrooves,10.266059,2026-04-09
2026,15,CO,Virgin,3.738821,2026-04-09
2026,15,CO,Sony,18.066531,2026-04-09
2026,15,CO,Orchard,11.70224,2026-04-09
2026,15,CO,Warner,26.753831,2026-04-09
2026,15,CO,Indies,15.811854,2026-04-09
2026,16,CO,Universal,15.933398,2026-04-16
2026,16,CO,INgrooves,8.741942,2026-04-16
2026,16,CO,Virgin,4.570805,2026-04-16
2026,16,CO,Sony,19.597035,2026-04-16
2026,16,CO,Orchard,13.1377,2026-04-16
2026,16,CO,Warner,33.578121,2026-04-16
2026,16,CO,Indies,17.620935,2026-04-16
2026,17,CO,Universal,14.177198,2026-04-23
2026,17,CO,INgrooves,8.135228,2026-04-23
2026,17,CO,Virgin,5.247211,2026-04-23
2026,17,CO,Sony,22.684527,2026-04-23
2026,17,CO,Orchard,13.096445,2026-04-23
2026,17,CO,Warner,31.090137,2026-04-23
2026,17,CO,Indies,19.915379,2026-04-23
2026,18,CO,Universal,17.084474,2026-04-30
2026,18,CO,INgrooves,5.657422,2026-04-30
2026,18,CO,Virgin,4.318282,2026-04-30
2026,18,CO,Sony,24.405358,2026-04-30
2026,18,CO,Orchard,12.321105,2026-04-30
2026,18,CO,Warner,30.003932,2026-04-30
2026,18,CO,Indies,17.540861,2026-04-30
2026,19,CO,Universal,15.229664,2026-05-07
2026,19,CO,INgrooves,10.917418,2026-05-07
2026,19,CO,Virgin,0.0,2026-05-07
2026,19,CO,Sony,22.99768,2026-05-07
2026,19,CO,Orchard,13.246529,2026-05-07
2026,19,CO,Warner,29.709345,2026-05-07
2026,19,CO,Indies,16.282692,2026-05-07
2026,20,CO,Universal,14.100831,2026-05-14
2026,20,CO,INgrooves,5.323488,2026-05-14
2026,20,CO,Virgin,4.203346,2026-05-14
2026,20,CO,Sony,23.251967,2026-05-14
2026,20,CO,Orchard,13.728987,2026-05-14
2026,20,CO,Warner,28.631786,2026-05-14
2026,20,CO,Indies,18.949789,2026-05-14
2026,21,CO,Universal,12.899271,2026-05-21
2026,21,CO,INgrooves,4.813527,2026-05-21
2026,21,CO,Virgin,4.031621,2026-05-21
2026,21,CO,Sony,23.641817,2026-05-21
2026,21,CO,Orchard,13.217337,2026-05-21
2026,21,CO,Warner,26.682556,2026-05-21
2026,21,CO,Indies,19.837278,2026-05-21
2026,22,CO,Universal,11.0095155,2026-05-28
2026,22,CO,INgrooves,4.058642,2026-05-28
2026,22,CO,Virgin,3.567013,2026-05-28
2026,22,CO,Sony,23.315422499999997,2026-05-28
2026,22,CO,Orchard,13.203314,2026-05-28
2026,22,CO,Warner,28.121071,2026-05-28
2026,22,CO,Indies,19.618668,2026-05-28
2026,23,CO,Universal,9.60053,2026-06-04
2026,23,CO,INgrooves,5.052883,2026-06-04
2026,23,CO,Virgin,3.624764,2026-06-04
2026,23,CO,Sony,21.611986,2026-06-04
2026,23,CO,Orchard,12.895645,2026-06-04
2026,23,CO,Warner,27.171876,2026-06-04
2026,23,CO,Indies,19.098721,2026-06-04
2026,24,CO,Universal,12.012244,2026-06-11
2026,24,CO,INgrooves,4.736661,2026-06-11
2026,24,CO,Virgin,3.302536,2026-06-11
2026,24,CO,Sony,19.386345,2026-06-11
2026,24,CO,Orchard,11.493692,2026-06-11
2026,24,CO,Warner,25.648131,2026-06-11
2026,24,CO,Indies,17.852579,2026-06-11
2025,1,PE,Universal,14.4686729,2025-01-02
2025,1,PE,INgrooves,2.181579,2025-01-02
2025,1,PE,Virgin,0.4384195,2025-01-02
2025,1,PE,Sony,12.8832,2025-01-02
2025,1,PE,Orchard,7.594754,2025-01-02
2025,1,PE,Warner,8.6230206,2025-01-02
2025,1,PE,Indies,12.71535,2025-01-02
2025,2,PE,Universal,14.0900818,2025-01-09
2025,2,PE,INgrooves,2.4288205,2025-01-09
2025,2,PE,Virgin,0.505688,2025-01-09
2025,2,PE,Sony,12.8740605,2025-01-09
2025,2,PE,Orchard,18.577011,2025-01-09
2025,2,PE,Warner,8.5119612,2025-01-09
2025,2,PE,Indies,11.151456,2025-01-09
2025,3,PE,Universal,13.854230900000001,2025-01-16
2025,3,PE,INgrooves,2.61821775,2025-01-16
2025,3,PE,Virgin,0.2856445,2025-01-16
2025,3,PE,Sony,13.42547925,2025-01-16
2025,3,PE,Orchard,27.455819,2025-01-16
2025,3,PE,Warner,9.4625326,2025-01-16
2025,3,PE,Indies,10.938132,2025-01-16
2025,4,PE,Universal,13.8587114,2025-01-23
2025,4,PE,INgrooves,2.7527605,2025-01-23
2025,4,PE,Virgin,0.264665,2025-01-23
2025,4,PE,Sony,13.2626655,2025-01-23
2025,4,PE,Orchard,23.647883,2025-01-23
2025,4,PE,Warner,9.7397756,2025-01-23
2025,4,PE,Indies,10.692846,2025-01-23
2025,5,PE,Universal,13.197816300000001,2025-01-30
2025,5,PE,INgrooves,2.41396525,2025-01-30
2025,5,PE,Virgin,0.246849,2025-01-30
2025,5,PE,Sony,12.28493825,2025-01-30
2025,5,PE,Orchard,19.965553,2025-01-30
2025,5,PE,Warner,8.6432542,2025-01-30
2025,5,PE,Indies,10.55885,2025-01-30
2025,6,PE,Universal,12.9875025,2025-02-06
2025,6,PE,INgrooves,2.3320855,2025-02-06
2025,6,PE,Virgin,0.0836145,2025-02-06
2025,6,PE,Sony,13.5523515,2025-02-06
2025,6,PE,Orchard,17.09114,2025-02-06
2025,6,PE,Warner,9.408164,2025-02-06
2025,6,PE,Indies,11.327834,2025-02-06
2025,7,PE,Universal,13.7805525,2025-02-13
2025,7,PE,INgrooves,2.36769525,2025-02-13
2025,7,PE,Virgin,0.0809055,2025-02-13
2025,7,PE,Sony,13.33388675,2025-02-13
2025,7,PE,Orchard,15.370475,2025-02-13
2025,7,PE,Warner,8.946057,2025-02-13
2025,7,PE,Indies,10.894203,2025-02-13
2025,8,PE,Universal,12.4345519,2025-02-20
2025,8,PE,INgrooves,1.927135,2025-02-20
2025,8,PE,Virgin,0.0,2025-02-20
2025,8,PE,Sony,14.4044275,2025-02-20
2025,8,PE,Orchard,15.225403,2025-02-20
2025,8,PE,Warner,7.560717599999999,2025-02-20
2025,8,PE,Indies,9.744894,2025-02-20
2025,9,PE,Universal,11.9183318,2025-02-27
2025,9,PE,INgrooves,1.95438825,2025-02-27
2025,9,PE,Virgin,0.0,2025-02-27
2025,9,PE,Sony,13.58962575,2025-02-27
2025,9,PE,Orchard,13.565627,2025-02-27
2025,9,PE,Warner,8.1088872,2025-02-27
2025,9,PE,Indies,10.568019,2025-02-27
2025,10,PE,Universal,10.700061,2025-03-06
2025,10,PE,INgrooves,1.81768625,2025-03-06
2025,10,PE,Virgin,0.0,2025-03-06
2025,10,PE,Sony,13.37614875,2025-03-06
2025,10,PE,Orchard,12.808056,2025-03-06
2025,10,PE,Warner,7.825133,2025-03-06
2025,10,PE,Indies,9.792271,2025-03-06
2025,11,PE,Universal,8.96268,2025-03-13
2025,11,PE,INgrooves,2.17027975,2025-03-13
2025,11,PE,Virgin,0.0,2025-03-13
2025,11,PE,Sony,13.45235825,2025-03-13
2025,11,PE,Orchard,11.144471,2025-03-13
2025,11,PE,Warner,8.007611,2025-03-13
2025,11,PE,Indies,8.61793,2025-03-13
2025,12,PE,Universal,9.621598,2025-03-20
2025,12,PE,INgrooves,1.9080915,2025-03-20
2025,12,PE,Virgin,0.0,2025-03-20
2025,12,PE,Sony,13.8304875,2025-03-20
2025,12,PE,Orchard,10.963709,2025-03-20
2025,12,PE,Warner,8.840519,2025-03-20
2025,12,PE,Indies,9.692315,2025-03-20
2025,13,PE,Universal,8.921231,2025-03-27
2025,13,PE,INgrooves,2.1644055,2025-03-27
2025,13,PE,Virgin,0.0,2025-03-27
2025,13,PE,Sony,13.9240795,2025-03-27
2025,13,PE,Orchard,11.328571,2025-03-27
2025,13,PE,Warner,8.424608,2025-03-27
2025,13,PE,Indies,10.993901,2025-03-27
2025,14,PE,Universal,9.7248,2025-04-03
2025,14,PE,INgrooves,1.8990085,2025-04-03
2025,14,PE,Virgin,0.0,2025-04-03
2025,14,PE,Sony,13.3933025,2025-04-03
2025,14,PE,Orchard,11.241853,2025-04-03
2025,14,PE,Warner,8.820699,2025-04-03
2025,14,PE,Indies,9.681392,2025-04-03
2025,15,PE,Universal,9.067044,2025-04-10
2025,15,PE,INgrooves,1.75209575,2025-04-10
2025,15,PE,Virgin,0.0,2025-04-10
2025,15,PE,Sony,14.54337225,2025-04-10
2025,15,PE,Orchard,10.694141,2025-04-10
2025,15,PE,Warner,9.539212,2025-04-10
2025,15,PE,Indies,9.362635,2025-04-10
2025,16,PE,Universal,9.605491,2025-04-17
2025,16,PE,INgrooves,1.66116275,2025-04-17
2025,16,PE,Virgin,0.0,2025-04-17
2025,16,PE,Sony,14.24718425,2025-04-17
2025,16,PE,Orchard,10.426266,2025-04-17
2025,16,PE,Warner,9.821553,2025-04-17
2025,16,PE,Indies,8.573305,2025-04-17
2025,17,PE,Universal,9.283424,2025-04-24
2025,17,PE,INgrooves,1.65733125,2025-04-24
2025,17,PE,Virgin,0.0,2025-04-24
2025,17,PE,Sony,12.33116675,2025-04-24
2025,17,PE,Orchard,9.417063,2025-04-24
2025,17,PE,Warner,8.754597,2025-04-24
2025,17,PE,Indies,9.396779,2025-04-24
2025,18,PE,Universal,9.319738,2025-05-01
2025,18,PE,INgrooves,1.4179195,2025-05-01
2025,18,PE,Virgin,0.0,2025-05-01
2025,18,PE,Sony,12.2176695,2025-05-01
2025,18,PE,Orchard,8.718789,2025-05-01
2025,18,PE,Warner,9.05968,2025-05-01
2025,18,PE,Indies,10.033166,2025-05-01
2025,19,PE,Universal,9.210513,2025-05-08
2025,19,PE,INgrooves,1.23637725,2025-05-08
2025,19,PE,Virgin,0.264965,2025-05-08
2025,19,PE,Sony,12.71680175,2025-05-08
2025,19,PE,Orchard,10.177976,2025-05-08
2025,19,PE,Warner,7.651859,2025-05-08
2025,19,PE,Indies,9.138125,2025-05-08
2025,20,PE,Universal,8.619018,2025-05-15
2025,20,PE,INgrooves,1.18458475,2025-05-15
2025,20,PE,Virgin,0.680011,2025-05-15
2025,20,PE,Sony,11.72404025,2025-05-15
2025,20,PE,Orchard,12.550707,2025-05-15
2025,20,PE,Warner,7.37011,2025-05-15
2025,20,PE,Indies,9.492407,2025-05-15
2025,21,PE,Universal,8.555092,2025-05-22
2025,21,PE,INgrooves,1.64257075,2025-05-22
2025,21,PE,Virgin,0.79817,2025-05-22
2025,21,PE,Sony,12.88462825,2025-05-22
2025,21,PE,Orchard,12.289972,2025-05-22
2025,21,PE,Warner,7.281798,2025-05-22
2025,21,PE,Indies,7.869152,2025-05-22
2025,22,PE,Universal,8.152953,2025-05-29
2025,22,PE,INgrooves,2.1924475,2025-05-29
2025,22,PE,Virgin,0.715804,2025-05-29
2025,22,PE,Sony,13.0080935,2025-05-29
2025,22,PE,Orchard,11.535125,2025-05-29
2025,22,PE,Warner,7.121768,2025-05-29
2025,22,PE,Indies,7.198255,2025-05-29
2025,23,PE,Universal,7.364566,2025-06-05
2025,23,PE,INgrooves,2.0656225,2025-06-05
2025,23,PE,Virgin,0.645893,2025-06-05
2025,23,PE,Sony,13.1904065,2025-06-05
2025,23,PE,Orchard,9.930266,2025-06-05
2025,23,PE,Warner,9.309648,2025-06-05
2025,23,PE,Indies,6.50623,2025-06-05
2025,24,PE,Universal,6.763957,2025-06-12
2025,24,PE,INgrooves,1.82354,2025-06-12
2025,24,PE,Virgin,0.591034,2025-06-12
2025,24,PE,Sony,13.640155,2025-06-12
2025,24,PE,Orchard,8.928032,2025-06-12
2025,24,PE,Warner,9.747221,2025-06-12
2025,24,PE,Indies,6.421347,2025-06-12
2026,1,PE,Universal,7.722518,2026-01-01
2026,1,PE,INgrooves,1.446453,2026-01-01
2026,1,PE,Virgin,0.0,2026-01-01
2026,1,PE,Sony,14.689556,2026-01-01
2026,1,PE,Orchard,11.49107,2026-01-01
2026,1,PE,Warner,6.849887,2026-01-01
2026,1,PE,Indies,8.558004,2026-01-01
2026,2,PE,Universal,7.261288,2026-01-08
2026,2,PE,INgrooves,1.482758,2026-01-08
2026,2,PE,Virgin,0.149837,2026-01-08
2026,2,PE,Sony,14.258894,2026-01-08
2026,2,PE,Orchard,10.822333,2026-01-08
2026,2,PE,Warner,8.025638,2026-01-08
2026,2,PE,Indies,6.881142,2026-01-08
2026,3,PE,Universal,6.782783,2026-01-15
2026,3,PE,INgrooves,1.281333,2026-01-15
2026,3,PE,Virgin,0.70714,2026-01-15
2026,3,PE,Sony,13.764081,2026-01-15
2026,3,PE,Orchard,12.406484,2026-01-15
2026,3,PE,Warner,8.553486,2026-01-15
2026,3,PE,Indies,7.294752,2026-01-15
2026,4,PE,Universal,7.0653795,2026-01-22
2026,4,PE,INgrooves,1.370395,2026-01-22
2026,4,PE,Virgin,0.810578,2026-01-22
2026,4,PE,Sony,13.446676,2026-01-22
2026,4,PE,Orchard,18.0087875,2026-01-22
2026,4,PE,Warner,7.762478,2026-01-22
2026,4,PE,Indies,7.237999,2026-01-22
2026,5,PE,Universal,7.071187,2026-01-29
2026,5,PE,INgrooves,0.972539,2026-01-29
2026,5,PE,Virgin,0.931115,2026-01-29
2026,5,PE,Sony,13.798629,2026-01-29
2026,5,PE,Orchard,15.052337,2026-01-29
2026,5,PE,Warner,8.443982,2026-01-29
2026,5,PE,Indies,7.584605,2026-01-29
2026,6,PE,Universal,7.152043,2026-02-05
2026,6,PE,INgrooves,0.769485,2026-02-05
2026,6,PE,Virgin,1.184811,2026-02-05
2026,6,PE,Sony,13.76661,2026-02-05
2026,6,PE,Orchard,14.384481,2026-02-05
2026,6,PE,Warner,8.473874,2026-02-05
2026,6,PE,Indies,7.197834,2026-02-05
2026,7,PE,Universal,7.859697,2026-02-12
2026,7,PE,INgrooves,1.169539,2026-02-12
2026,7,PE,Virgin,0.580169,2026-02-12
2026,7,PE,Sony,12.766934,2026-02-12
2026,7,PE,Orchard,17.721894,2026-02-12
2026,7,PE,Warner,7.604473,2026-02-12
2026,7,PE,Indies,6.51313,2026-02-12
2026,8,PE,Universal,7.615407,2026-02-19
2026,8,PE,INgrooves,1.34443,2026-02-19
2026,8,PE,Virgin,0.926852,2026-02-19
2026,8,PE,Sony,12.278632,2026-02-19
2026,8,PE,Orchard,15.83534,2026-02-19
2026,8,PE,Warner,7.943031,2026-02-19
